train,temp_location3,temp_location6,temp_location2,temp_location4,temp_location5,temp_location1,solar_location3,solar_location6,solar_location2,solar_location4,solar_location5,solar_location1,month,week,day,hour,year
train,4.99,9.21,5.52,2.23,9.49,6.08,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,20,2017
train,5.0,9.24,5.52,2.44,9.51,5.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,21,2017
train,5.0,9.24,5.52,2.44,9.51,5.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,21,2017
train,5.05,9.22,5.53,2.82,9.43,5.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,22,2017
train,5.05,9.22,5.53,2.82,9.43,5.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,22,2017
train,5.02,9.13,5.46,2.84,9.37,5.98,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,23,2017
train,5.02,9.13,5.46,2.84,9.37,5.98,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,23,2017
train,4.85,9.08,5.34,2.75,9.28,5.9,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,0,2017
train,4.85,9.08,5.34,2.75,9.28,5.9,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,0,2017
train,4.68,9.06,5.33,2.69,9.23,5.85,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,1,2017
train,4.68,9.06,5.33,2.69,9.23,5.85,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,1,2017
train,4.57,9.02,5.31,2.6,9.19,5.79,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,2,2017
train,4.57,9.02,5.31,2.6,9.19,5.79,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,2,2017
train,4.44,8.96,5.16,2.48,9.15,5.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,3,2017
train,4.44,8.96,5.16,2.48,9.15,5.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,3,2017
train,4.36,8.92,4.97,2.45,9.18,5.45,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,4,2017
train,4.36,8.92,4.97,2.45,9.18,5.45,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,4,2017
train,4.33,8.91,4.95,2.47,9.29,5.52,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,5,2017
train,4.33,8.91,4.95,2.47,9.29,5.52,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,5,2017
train,4.21,8.98,4.88,2.37,9.34,5.47,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,6,2017
train,4.21,8.98,4.88,2.37,9.34,5.47,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,6,2017
train,4.06,9.01,4.73,2.21,9.38,5.3,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,7,2017
train,4.06,9.01,4.73,2.21,9.38,5.3,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,7,2017
train,3.92,9.01,4.5,2.08,9.47,5.13,23.56,24.29,25.41,30.42,19.39,19.62,11,3,6,8,2017
train,3.92,9.01,4.5,2.08,9.47,5.13,23.56,24.29,25.41,30.42,19.39,19.62,11,3,6,8,2017
train,4.85,9.31,5.43,3.38,9.81,6.09,75.19,65.31,72.22,125.03,50.61,53.25,11,3,6,9,2017
train,4.85,9.31,5.43,3.38,9.81,6.09,75.19,65.31,72.22,125.03,50.61,53.25,11,3,6,9,2017
train,5.97,9.66,6.6,4.98,10.08,7.14,94.09,83.31,90.44,192.12,76.41,70.91,11,3,6,10,2017
train,5.97,9.66,6.6,4.98,10.08,7.14,94.09,83.31,90.44,192.12,76.41,70.91,11,3,6,10,2017
train,6.42,9.94,7.24,6.12,10.28,7.56,94.5,87.38,93.53,199.88,89.97,84.0,11,3,6,11,2017
train,6.42,9.94,7.24,6.12,10.28,7.56,94.5,87.38,93.53,199.88,89.97,84.0,11,3,6,11,2017
train,6.66,10.21,7.59,6.65,10.47,7.89,91.94,87.06,88.91,166.75,93.0,84.81,11,3,6,12,2017
train,6.66,10.21,7.59,6.65,10.47,7.89,91.94,87.06,88.91,166.75,93.0,84.81,11,3,6,12,2017
train,6.9,10.44,7.78,6.75,10.6,8.14,83.19,72.62,79.88,122.78,81.62,83.31,11,3,6,13,2017
train,6.9,10.44,7.78,6.75,10.6,8.14,83.19,72.62,79.88,122.78,81.62,83.31,11,3,6,13,2017
train,7.08,10.59,7.94,6.61,10.57,8.26,95.72,61.45,71.38,84.56,96.69,97.16,11,3,6,14,2017
train,7.08,10.59,7.94,6.61,10.57,8.26,95.72,61.45,71.38,84.56,96.69,97.16,11,3,6,14,2017
train,7.24,10.54,7.96,6.29,10.39,8.2,56.83,43.75,54.48,52.22,53.67,53.64,11,3,6,15,2017
train,7.24,10.54,7.96,6.29,10.39,8.2,56.83,43.75,54.48,52.22,53.67,53.64,11,3,6,15,2017
train,6.74,10.39,7.54,5.22,10.36,7.81,2.78,3.93,3.87,1.47,5.42,4.19,11,3,6,16,2017
train,6.74,10.39,7.54,5.22,10.36,7.81,2.78,3.93,3.87,1.47,5.42,4.19,11,3,6,16,2017
train,6.09,10.4,6.74,3.79,10.41,7.49,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,17,2017
train,6.09,10.4,6.74,3.79,10.41,7.49,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,17,2017
train,7.01,10.49,7.26,3.92,10.66,7.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,18,2017
train,7.01,10.49,7.26,3.92,10.66,7.99,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,18,2017
train,7.71,10.67,7.85,4.33,10.92,8.48,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,19,2017
train,7.71,10.67,7.85,4.33,10.92,8.48,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,19,2017
train,8.04,11.0,8.31,5.53,11.14,8.8,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,20,2017
train,8.04,11.0,8.31,5.53,11.14,8.8,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,20,2017
train,8.36,11.22,8.64,6.2,11.33,9.02,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,21,2017
train,8.36,11.22,8.64,6.2,11.33,9.02,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,21,2017
train,8.54,11.36,8.87,6.74,11.38,9.05,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,22,2017
train,8.54,11.36,8.87,6.74,11.38,9.05,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,22,2017
train,8.61,11.48,8.98,7.08,11.49,9.06,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,23,2017
train,8.61,11.48,8.98,7.08,11.49,9.06,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,23,2017
train,8.59,11.58,8.92,7.51,11.58,9.27,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,2017
train,8.59,11.58,8.92,7.51,11.58,9.27,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,2017
train,8.61,11.65,8.99,7.83,11.68,9.42,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,1,2017
train,8.61,11.65,8.99,7.83,11.68,9.42,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,1,2017
train,8.82,11.77,9.16,8.02,11.8,9.58,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,2,2017
train,8.82,11.77,9.16,8.02,11.8,9.58,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,2,2017
train,9.1,11.89,9.37,8.35,11.87,9.81,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,3,2017
train,9.1,11.89,9.37,8.35,11.87,9.81,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,3,2017
train,9.59,12.07,9.72,8.9,12.04,10.22,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,4,2017
train,9.59,12.07,9.72,8.9,12.04,10.22,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,4,2017
train,10.29,12.24,10.26,9.49,12.22,10.49,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,5,2017
train,10.29,12.24,10.26,9.49,12.22,10.49,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,5,2017
train,10.63,12.38,10.61,9.8,12.36,10.86,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,6,2017
train,10.63,12.38,10.61,9.8,12.36,10.86,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,6,2017
train,10.46,12.5,10.97,8.94,12.45,11.08,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,7,2017
train,10.46,12.5,10.97,8.94,12.45,11.08,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,7,2017
train,9.87,12.58,11.07,7.95,12.54,11.03,9.3,5.45,8.08,16.93,4.9,5.84,11,3,0,8,2017
train,9.87,12.58,11.07,7.95,12.54,11.03,9.3,5.45,8.08,16.93,4.9,5.84,11,3,0,8,2017
train,9.45,12.65,10.95,7.66,12.59,10.82,42.5,29.93,53.72,53.25,32.44,36.27,11,3,0,9,2017
train,9.45,12.65,10.95,7.66,12.59,10.82,42.5,29.93,53.72,53.25,32.44,36.27,11,3,0,9,2017
train,9.26,12.62,10.76,8.1,12.57,10.56,122.91,58.86,85.44,169.12,38.84,51.94,11,3,0,10,2017
train,9.26,12.62,10.76,8.1,12.57,10.56,122.91,58.86,85.44,169.12,38.84,51.94,11,3,0,10,2017
train,9.28,12.61,10.57,8.76,12.47,10.24,147.88,50.98,145.69,186.31,49.52,80.34,11,3,0,11,2017
train,9.28,12.61,10.57,8.76,12.47,10.24,147.88,50.98,145.69,186.31,49.52,80.34,11,3,0,11,2017
train,9.13,12.48,10.41,8.88,12.32,10.01,151.19,61.48,146.62,166.75,67.5,107.44,11,3,0,12,2017
train,9.13,12.48,10.41,8.88,12.32,10.01,151.19,61.48,146.62,166.75,67.5,107.44,11,3,0,12,2017
train,9.01,12.27,10.09,8.89,12.16,9.81,106.81,61.66,109.25,129.0,64.31,93.62,11,3,0,13,2017
train,9.01,12.27,10.09,8.89,12.16,9.81,106.81,61.66,109.25,129.0,64.31,93.62,11,3,0,13,2017
train,8.82,12.01,9.71,8.67,11.88,9.53,65.72,39.41,74.16,63.81,44.06,58.23,11,3,0,14,2017
train,8.82,12.01,9.71,8.67,11.88,9.53,65.72,39.41,74.16,63.81,44.06,58.23,11,3,0,14,2017
train,8.4,11.72,9.41,8.03,11.59,9.26,25.73,23.79,37.22,15.81,29.46,26.18,11,3,0,15,2017
train,8.4,11.72,9.41,8.03,11.59,9.26,25.73,23.79,37.22,15.81,29.46,26.18,11,3,0,15,2017
train,7.63,11.45,9.03,7.17,11.38,8.97,0.75,2.02,1.56,0.3,2.89,1.36,11,3,0,16,2017
train,7.63,11.45,9.03,7.17,11.38,8.97,0.75,2.02,1.56,0.3,2.89,1.36,11,3,0,16,2017
train,7.05,11.23,8.62,6.47,11.23,8.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,17,2017
train,7.05,11.23,8.62,6.47,11.23,8.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,17,2017
train,6.78,10.99,8.23,6.07,10.95,8.27,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,18,2017
train,6.78,10.99,8.23,6.07,10.95,8.27,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,18,2017
train,6.53,10.73,7.85,5.82,10.67,7.85,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,19,2017
train,6.53,10.73,7.85,5.82,10.67,7.85,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,19,2017
train,6.53,10.38,7.56,5.48,10.3,7.59,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,20,2017
train,6.53,10.38,7.56,5.48,10.3,7.59,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,20,2017
train,6.26,10.06,7.41,4.35,10.11,7.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,21,2017
train,6.26,10.06,7.41,4.35,10.11,7.61,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,21,2017
train,6.02,9.99,7.13,3.65,10.15,7.56,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,22,2017
train,6.02,9.99,7.13,3.65,10.15,7.56,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,22,2017
train,6.01,10.01,7.07,3.36,10.16,7.51,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,23,2017
train,6.01,10.01,7.07,3.36,10.16,7.51,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,23,2017
train,6.06,9.92,6.99,3.11,10.1,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,0,2017
train,6.06,9.92,6.99,3.11,10.1,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,0,2017
train,6.2,9.87,6.97,2.92,10.07,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,1,2017
train,6.2,9.87,6.97,2.92,10.07,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,1,2017
train,6.31,9.83,7.06,3.07,10.03,7.39,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,2,2017
train,6.31,9.83,7.06,3.07,10.03,7.39,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,2,2017
train,6.19,9.81,7.15,3.4,10.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,3,2017
train,6.19,9.81,7.15,3.4,10.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,3,2017
train,6.08,9.81,7.21,3.77,9.99,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,4,2017
train,6.08,9.81,7.21,3.77,9.99,7.34,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,4,2017
train,5.98,9.72,7.08,3.66,9.87,7.09,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,5,2017
train,5.98,9.72,7.08,3.66,9.87,7.09,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,5,2017
train,5.66,9.52,6.86,3.5,9.69,6.85,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,6,2017
train,5.66,9.52,6.86,3.5,9.69,6.85,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,6,2017
train,5.42,9.29,6.59,3.46,9.57,6.66,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,7,2017
train,5.42,9.29,6.59,3.46,9.57,6.66,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,7,2017
train,5.3,9.02,6.29,2.75,9.38,6.53,19.16,26.35,23.73,23.42,25.18,17.51,11,4,1,8,2017
train,5.3,9.02,6.29,2.75,9.38,6.53,19.16,26.35,23.73,23.42,25.18,17.51,11,4,1,8,2017
train,5.43,9.02,6.37,3.45,9.39,6.49,85.97,109.25,103.78,99.31,113.5,93.47,11,4,1,9,2017
train,5.43,9.02,6.37,3.45,9.39,6.49,85.97,109.25,103.78,99.31,113.5,93.47,11,4,1,9,2017
train,5.7,8.91,6.55,4.79,9.26,6.58,157.69,182.62,173.0,186.31,191.31,178.5,11,4,1,10,2017
train,5.7,8.91,6.55,4.79,9.26,6.58,157.69,182.62,173.0,186.31,191.31,178.5,11,4,1,10,2017
train,5.97,8.82,6.76,5.63,9.13,6.85,194.56,228.88,229.06,235.38,244.19,231.69,11,4,1,11,2017
train,5.97,8.82,6.76,5.63,9.13,6.85,194.56,228.88,229.06,235.38,244.19,231.69,11,4,1,11,2017
train,6.12,8.9,7.01,6.13,9.17,7.07,192.0,243.25,220.06,249.69,255.19,209.94,11,4,1,12,2017
train,6.12,8.9,7.01,6.13,9.17,7.07,192.0,243.25,220.06,249.69,255.19,209.94,11,4,1,12,2017
train,6.19,8.97,7.11,6.42,9.22,7.11,170.5,193.38,168.56,219.06,191.12,140.06,11,4,1,13,2017
train,6.19,8.97,7.11,6.42,9.22,7.11,170.5,193.38,168.56,219.06,191.12,140.06,11,4,1,13,2017
train,6.21,9.03,6.98,6.44,9.24,7.05,114.06,114.47,118.56,142.12,113.44,89.38,11,4,1,14,2017
train,6.21,9.03,6.98,6.44,9.24,7.05,114.06,114.47,118.56,142.12,113.44,89.38,11,4,1,14,2017
train,5.97,8.97,6.75,5.88,9.25,6.9,45.09,49.44,51.33,50.95,45.12,38.31,11,4,1,15,2017
train,5.97,8.97,6.75,5.88,9.25,6.9,45.09,49.44,51.33,50.95,45.12,38.31,11,4,1,15,2017
train,5.37,8.85,6.23,3.9,9.19,6.6,1.57,2.98,2.4,0.84,2.76,1.95,11,4,1,16,2017
train,5.37,8.85,6.23,3.9,9.19,6.6,1.57,2.98,2.4,0.84,2.76,1.95,11,4,1,16,2017
train,5.04,8.72,5.72,3.02,9.2,6.51,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,17,2017
train,5.04,8.72,5.72,3.02,9.2,6.51,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,17,2017
train,4.87,8.71,5.6,2.82,9.27,6.39,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,18,2017
train,4.87,8.71,5.6,2.82,9.27,6.39,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,18,2017
train,4.56,8.68,5.38,2.26,9.22,6.09,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,19,2017
train,4.56,8.68,5.38,2.26,9.22,6.09,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,19,2017
train,4.22,8.54,5.19,1.7,8.89,5.72,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,20,2017
train,4.22,8.54,5.19,1.7,8.89,5.72,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,20,2017
train,3.71,8.39,4.95,1.39,8.56,5.43,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,21,2017
train,3.71,8.39,4.95,1.39,8.56,5.43,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,21,2017
train,3.26,8.22,4.6,1.27,8.39,5.19,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,22,2017
train,3.26,8.22,4.6,1.27,8.39,5.19,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,22,2017
train,2.87,8.04,4.23,1.07,8.3,5.07,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,23,2017
train,2.87,8.04,4.23,1.07,8.3,5.07,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,23,2017
train,2.55,7.95,3.87,0.92,8.09,4.8,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,0,2017
train,2.55,7.95,3.87,0.92,8.09,4.8,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,0,2017
train,2.36,7.91,3.61,1.0,7.99,4.48,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,1,2017
train,2.36,7.91,3.61,1.0,7.99,4.48,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,1,2017
train,2.56,7.87,3.49,0.71,7.99,4.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,2,2017
train,2.56,7.87,3.49,0.71,7.99,4.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,2,2017
train,2.65,7.8,3.55,0.6,7.96,4.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,3,2017
train,2.65,7.8,3.55,0.6,7.96,4.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,3,2017
train,2.64,7.77,3.69,0.68,7.97,4.52,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,4,2017
train,2.64,7.77,3.69,0.68,7.97,4.52,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,4,2017
train,2.43,7.7,3.69,0.99,7.97,4.73,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,5,2017
train,2.43,7.7,3.69,0.99,7.97,4.73,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,5,2017
train,2.23,7.6,3.6,1.16,7.96,4.71,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,6,2017
train,2.23,7.6,3.6,1.16,7.96,4.71,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,6,2017
train,2.21,7.57,3.36,1.64,7.92,4.25,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,7,2017
train,2.21,7.57,3.36,1.64,7.92,4.25,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,7,2017
train,2.29,7.55,3.27,1.98,7.86,3.98,25.27,32.88,29.56,20.07,27.93,23.95,11,4,2,8,2017
train,2.29,7.55,3.27,1.98,7.86,3.98,25.27,32.88,29.56,20.07,27.93,23.95,11,4,2,8,2017
train,3.4,7.71,4.17,2.56,7.99,4.49,120.16,136.31,128.0,91.28,124.12,110.38,11,4,2,9,2017
train,3.4,7.71,4.17,2.56,7.99,4.49,120.16,136.31,128.0,91.28,124.12,110.38,11,4,2,9,2017
train,4.91,7.97,5.39,3.63,8.28,5.53,208.06,225.25,213.62,163.75,210.69,188.38,11,4,2,10,2017
train,4.91,7.97,5.39,3.63,8.28,5.53,208.06,225.25,213.62,163.75,210.69,188.38,11,4,2,10,2017
train,5.66,8.16,6.13,4.61,8.54,6.36,264.0,265.25,262.88,207.19,256.88,230.19,11,4,2,11,2017
train,5.66,8.16,6.13,4.61,8.54,6.36,264.0,265.25,262.88,207.19,256.88,230.19,11,4,2,11,2017
train,6.11,8.33,6.66,5.37,8.74,6.95,275.38,270.12,278.38,211.81,255.5,262.12,11,4,2,12,2017
train,6.11,8.33,6.66,5.37,8.74,6.95,275.38,270.12,278.38,211.81,255.5,262.12,11,4,2,12,2017
train,6.38,8.48,6.94,5.72,8.92,7.23,240.81,237.5,241.25,175.88,216.62,222.69,11,4,2,13,2017
train,6.38,8.48,6.94,5.72,8.92,7.23,240.81,237.5,241.25,175.88,216.62,222.69,11,4,2,13,2017
train,6.38,8.58,7.03,5.72,9.06,7.21,167.75,169.19,170.88,115.5,154.0,151.88,11,4,2,14,2017
train,6.38,8.58,7.03,5.72,9.06,7.21,167.75,169.19,170.88,115.5,154.0,151.88,11,4,2,14,2017
train,5.95,8.62,6.77,5.28,9.1,6.89,69.34,75.81,72.12,41.25,71.44,62.03,11,4,2,15,2017
train,5.95,8.62,6.77,5.28,9.1,6.89,69.34,75.81,72.12,41.25,71.44,62.03,11,4,2,15,2017
train,4.64,8.56,5.9,4.4,9.06,6.29,2.61,4.38,3.38,0.63,5.04,3.58,11,4,2,16,2017
train,4.64,8.56,5.9,4.4,9.06,6.29,2.61,4.38,3.38,0.63,5.04,3.58,11,4,2,16,2017
train,3.46,8.41,4.9,3.51,8.89,5.73,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,17,2017
train,3.46,8.41,4.9,3.51,8.89,5.73,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,17,2017
train,3.35,8.35,4.6,2.63,8.77,5.51,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,18,2017
train,3.35,8.35,4.6,2.63,8.77,5.51,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,18,2017
train,3.01,8.22,4.21,1.51,8.58,5.25,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,19,2017
train,3.01,8.22,4.21,1.51,8.58,5.25,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,19,2017
train,2.35,8.08,3.89,0.92,8.41,5.03,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,20,2017
train,2.35,8.08,3.89,0.92,8.41,5.03,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,20,2017
train,1.95,7.95,3.55,0.54,8.3,4.82,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,21,2017
train,1.95,7.95,3.55,0.54,8.3,4.82,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,21,2017
train,1.86,7.68,3.18,0.12,8.05,4.65,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,22,2017
train,1.86,7.68,3.18,0.12,8.05,4.65,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,22,2017
train,1.69,7.45,2.92,-0.37,7.82,4.6,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,23,2017
train,1.69,7.45,2.92,-0.37,7.82,4.6,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,23,2017
train,1.84,7.26,2.8,-0.72,7.59,4.61,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,0,2017
train,1.84,7.26,2.8,-0.72,7.59,4.61,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,0,2017
train,2.07,7.06,2.81,-0.61,7.48,4.58,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,1,2017
train,2.07,7.06,2.81,-0.61,7.48,4.58,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,1,2017
train,2.23,6.93,2.92,-0.65,7.63,4.64,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,2,2017
train,2.23,6.93,2.92,-0.65,7.63,4.64,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,2,2017
train,2.43,6.99,3.2,-0.66,7.91,4.69,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,3,2017
train,2.43,6.99,3.2,-0.66,7.91,4.69,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,3,2017
train,2.34,7.43,3.65,-0.72,8.21,4.85,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,4,2017
train,2.34,7.43,3.65,-0.72,8.21,4.85,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,4,2017
train,2.44,7.63,3.54,-0.57,8.19,4.92,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,5,2017
train,2.44,7.63,3.54,-0.57,8.19,4.92,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,5,2017
train,2.5,7.64,3.61,-0.6,8.27,5.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,6,2017
train,2.5,7.64,3.61,-0.6,8.27,5.17,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,6,2017
train,2.38,7.68,3.73,-0.71,8.49,5.33,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,7,2017
train,2.38,7.68,3.73,-0.71,8.49,5.33,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,7,2017
train,2.52,7.77,3.72,-0.76,8.56,5.34,17.55,19.23,19.92,23.79,13.36,13.95,11,4,3,8,2017
train,2.52,7.77,3.72,-0.76,8.56,5.34,17.55,19.23,19.92,23.79,13.36,13.95,11,4,3,8,2017
train,3.28,7.93,4.4,0.46,8.58,5.47,89.91,92.53,91.59,108.62,78.16,81.81,11,4,3,9,2017
train,3.28,7.93,4.4,0.46,8.58,5.47,89.91,92.53,91.59,108.62,78.16,81.81,11,4,3,9,2017
train,4.28,8.09,5.29,2.3,8.53,5.8,152.44,150.31,154.81,179.62,145.88,146.06,11,4,3,10,2017
train,4.28,8.09,5.29,2.3,8.53,5.8,152.44,150.31,154.81,179.62,145.88,146.06,11,4,3,10,2017
train,4.67,8.15,5.53,3.4,8.63,6.0,180.94,195.44,191.0,216.81,194.56,169.19,11,4,3,11,2017
train,4.67,8.15,5.53,3.4,8.63,6.0,180.94,195.44,191.0,216.81,194.56,169.19,11,4,3,11,2017
train,4.84,8.12,5.64,4.1,8.69,6.15,199.56,192.88,175.44,227.56,183.5,172.38,11,4,3,12,2017
train,4.84,8.12,5.64,4.1,8.69,6.15,199.56,192.88,175.44,227.56,183.5,172.38,11,4,3,12,2017
train,4.92,8.21,5.62,4.27,8.9,6.32,150.31,151.25,171.31,211.56,165.0,146.25,11,4,3,13,2017
train,4.92,8.21,5.62,4.27,8.9,6.32,150.31,151.25,171.31,211.56,165.0,146.25,11,4,3,13,2017
