train,datetime,irradiance_Wm-2,pv_power_mw,panel_temp_C,4window,48window,last_hour,last_day,last_hour_mean,last_day_mean
train,1/4/2018 3:00,0.0,0.0,10.55,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 3:30,0.0,0.0,10.7,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 4:00,0.0,0.0,10.7,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 4:30,0.0,0.0,10.67,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 5:00,0.0,0.0,10.61,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 5:30,0.0,0.0,10.7,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 6:00,0.0,0.0,10.77,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 6:30,0.0,0.0,10.7,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 7:00,0.0,0.0,10.52,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 7:30,0.0,0.0,10.41,5.169475958410885e-15,0.1789583333333337,0.0,0.0,5.169475958410885e-15,0.04229166666666701
train,1/4/2018 8:00,0.68,0.0,10.24,5.169475958410885e-15,0.17875000000000038,0.0,0.01,5.169475958410885e-15,0.04250000000000034
train,1/4/2018 8:30,8.18,0.02,10.5,0.00500000000000517,0.17854166666666704,0.0,0.03,5.169475958410885e-15,0.04312500000000034
train,1/4/2018 9:00,23.79,0.09,10.73,0.02750000000000517,0.17666666666666705,0.0,0.18,5.169475958410885e-15,0.046666666666667016
train,1/4/2018 9:30,26.03,0.09,10.74,0.050000000000005165,0.16979166666666703,0.02,0.42,0.00500000000000517,0.05500000000000035
train,1/4/2018 10:00,59.1,0.24,10.85,0.11000000000000516,0.16541666666666704,0.09,0.45,0.02750000000000517,0.06375000000000035
train,1/4/2018 10:30,97.63,0.43,11.06,0.21250000000000516,0.16020833333333373,0.09,0.68,0.050000000000005165,0.07625000000000036
train,1/4/2018 11:00,115.32,0.51,10.9,0.31750000000000517,0.15895833333333373,0.24,0.57,0.11000000000000516,0.0852083333333337
train,1/4/2018 11:30,114.05,0.51,10.99,0.42250000000000515,0.15250000000000039,0.43,0.82,0.21250000000000516,0.0964583333333337
train,1/4/2018 12:00,57.72,0.24,10.29,0.42250000000000515,0.13000000000000037,0.51,1.32,0.31750000000000517,0.1164583333333337
train,1/4/2018 12:30,113.47,0.46,9.59,0.4300000000000052,0.11041666666666705,0.51,1.4,0.42250000000000515,0.14000000000000037
train,1/4/2018 13:00,179.24,0.71,11.21,0.48000000000000526,0.09937500000000038,0.24,1.24,0.42250000000000515,0.15979166666666705
train,1/4/2018 13:30,274.04,1.08,12.96,0.6225000000000054,0.11312500000000038,0.46,0.42,0.4300000000000052,0.1643750000000004
train,1/4/2018 14:00,184.0,0.73,12.26,0.7450000000000054,0.11541666666666704,0.71,0.62,0.48000000000000526,0.17395833333333374
train,1/4/2018 14:30,103.42,0.37,9.47,0.7225000000000055,0.11729166666666703,1.08,0.28,0.6225000000000054,0.1775000000000004
train,1/4/2018 15:00,137.45,0.41,10.25,0.6475000000000055,0.1233333333333337,0.73,0.12,0.7450000000000054,0.17875000000000038
train,1/4/2018 15:30,111.71,0.3,11.7,0.45250000000000545,0.1289583333333337,0.37,0.03,0.7225000000000055,0.1789583333333337
train,1/4/2018 16:00,3.64,0.01,8.35,0.27250000000000546,0.129166666666667,0.41,0.0,0.6475000000000055,0.1789583333333337
train,1/4/2018 16:30,0.13,0.0,7.5,0.18000000000000546,0.129166666666667,0.3,0.0,0.45250000000000545,0.1789583333333337
train,1/4/2018 17:00,0.0,0.0,7.05,0.07750000000000547,0.129166666666667,0.01,0.0,0.27250000000000546,0.1789583333333337
train,1/4/2018 17:30,0.0,0.0,7.55,0.00250000000000547,0.129166666666667,0.0,0.0,0.18000000000000546,0.1789583333333337
train,1/4/2018 18:00,0.0,0.0,7.04,5.470016800623867e-15,0.129166666666667,0.0,0.0,0.07750000000000547,0.1789583333333337
train,1/4/2018 18:30,0.0,0.0,7.2,5.470016800623867e-15,0.129166666666667,0.0,0.0,0.00250000000000547,0.1789583333333337
train,1/4/2018 19:00,0.0,0.0,7.24,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 19:30,0.0,0.0,8.13,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 20:00,0.0,0.0,7.37,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 20:30,0.0,0.0,7.04,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 21:00,0.0,0.0,6.71,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 21:30,0.0,0.0,5.48,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 22:00,0.0,0.0,5.74,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 22:30,0.0,0.0,6.6,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 23:00,0.0,0.0,7.3,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/4/2018 23:30,0.0,0.0,6.11,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 0:00,0.0,0.0,6.89,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 0:30,0.0,0.0,6.67,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 1:00,0.0,0.0,6.99,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 1:30,0.0,0.0,7.44,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 2:00,0.0,0.0,7.32,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 2:30,0.0,0.0,7.41,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 3:00,0.0,0.0,7.19,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 3:30,0.0,0.0,6.9,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 4:00,0.0,0.0,6.67,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 4:30,0.12,0.0,5.0,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 5:00,0.0,0.0,4.99,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 5:30,0.0,0.0,5.35,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 6:00,0.0,0.0,5.43,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 6:30,0.0,0.0,3.39,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 7:00,0.0,0.0,4.71,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 7:30,0.0,0.0,4.75,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.1789583333333337
train,1/5/2018 8:00,1.71,0.0,4.98,5.470016800623867e-15,0.129166666666667,0.0,0.0,5.470016800623867e-15,0.17875000000000038
train,1/5/2018 8:30,18.95,0.06,5.76,0.015000000000005469,0.13000000000000037,0.0,0.02,5.470016800623867e-15,0.17854166666666704
train,1/5/2018 9:00,52.98,0.19,6.48,0.06250000000000547,0.1320833333333337,0.0,0.09,5.470016800623867e-15,0.17666666666666705
train,1/5/2018 9:30,210.17,0.56,5.07,0.20250000000000548,0.1418750000000004,0.06,0.09,0.015000000000005469,0.16979166666666703
train,1/5/2018 10:00,221.01,0.68,12.36,0.3725000000000055,0.15104166666666705,0.19,0.24,0.06250000000000547,0.16541666666666704
train,1/5/2018 10:30,44.51,0.19,5.92,0.40500000000000547,0.14604166666666704,0.56,0.43,0.20250000000000548,0.16020833333333373
train,1/5/2018 11:00,396.87,1.28,6.56,0.6775000000000054,0.16208333333333372,0.68,0.51,0.3725000000000055,0.15895833333333373
train,1/5/2018 11:30,139.48,0.63,9.67,0.6950000000000054,0.16458333333333375,0.19,0.51,0.40500000000000547,0.15250000000000039
train,1/5/2018 12:00,291.67,1.14,8.39,0.8100000000000053,0.18333333333333376,1.28,0.24,0.6775000000000054,0.13000000000000037
train,1/5/2018 12:30,289.39,1.24,14.63,1.0725000000000051,0.19958333333333375,0.63,0.46,0.6950000000000054,0.11041666666666705
train,1/5/2018 13:00,64.46,0.29,10.06,0.8250000000000051,0.19083333333333372,1.14,0.71,0.8100000000000053,0.09937500000000038
train,1/5/2018 13:30,5.97,0.02,5.06,0.6725000000000051,0.16875000000000037,1.24,1.08,1.0725000000000051,0.11312500000000038
train,1/5/2018 14:00,118.08,0.53,5.16,0.5200000000000051,0.16458333333333366,0.29,0.73,0.8250000000000051,0.11541666666666704
train,1/5/2018 14:30,71.74,0.32,5.96,0.2900000000000051,0.163541666666667,0.02,0.37,0.6725000000000051,0.11729166666666703
train,1/5/2018 15:00,42.3,0.17,4.79,0.26000000000000506,0.15854166666666702,0.53,0.41,0.5200000000000051,0.1233333333333337
train,1/5/2018 15:30,89.06,0.31,6.09,0.33250000000000507,0.15875000000000036,0.32,0.3,0.2900000000000051,0.1289583333333337
train,1/5/2018 16:00,18.44,0.03,6.38,0.20750000000000507,0.15916666666666704,0.17,0.01,0.26000000000000506,0.129166666666667
train,1/5/2018 16:30,0.0,0.0,3.61,0.12750000000000505,0.15916666666666704,0.31,0.0,0.33250000000000507,0.129166666666667
train,1/5/2018 17:00,0.0,0.0,0.52,0.08500000000000504,0.15916666666666704,0.03,0.0,0.20750000000000507,0.129166666666667
train,1/5/2018 17:30,0.0,0.0,0.04,0.007500000000005044,0.15916666666666704,0.0,0.0,0.12750000000000505,0.129166666666667
train,1/5/2018 18:00,0.0,0.0,1.04,5.044575868140555e-15,0.15916666666666704,0.0,0.0,0.08500000000000504,0.129166666666667
train,1/5/2018 18:30,0.0,0.0,0.73,5.044575868140555e-15,0.15916666666666704,0.0,0.0,0.007500000000005044,0.129166666666667
train,1/5/2018 19:00,0.0,0.0,0.47,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 19:30,0.0,0.0,0.49,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 20:00,0.0,0.0,0.44,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 20:30,0.0,0.0,-0.6,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 21:00,0.0,0.0,-0.2,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 21:30,0.0,0.0,-0.97,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 22:00,0.0,0.0,-0.87,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 22:30,0.0,0.0,-0.94,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 23:00,0.0,0.0,-1.46,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/5/2018 23:30,0.0,0.0,-1.41,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 0:00,0.0,0.0,-2.3,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 0:30,0.0,0.0,-2.31,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 1:00,0.0,0.0,-2.25,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 1:30,0.0,0.0,-2.32,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 2:00,0.0,0.0,-1.89,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 2:30,0.0,0.0,-2.19,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 3:00,0.0,0.0,-1.41,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 3:30,0.0,0.0,-0.92,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 4:00,0.0,0.0,-1.69,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 4:30,0.0,0.0,-1.14,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 5:00,0.0,0.0,-0.77,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 5:30,0.0,0.0,-0.7,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 6:00,0.0,0.0,-1.49,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 6:30,0.0,0.0,-0.88,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 7:00,0.0,0.0,-1.18,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 7:30,0.0,0.0,-0.57,5.044575868140555e-15,0.15916666666666704,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 8:00,2.76,0.01,-0.45,0.0025000000000050446,0.15937500000000035,0.0,0.0,5.044575868140555e-15,0.129166666666667
train,1/6/2018 8:30,35.48,0.07,-0.39,0.020000000000005045,0.15958333333333372,0.0,0.06,5.044575868140555e-15,0.13000000000000037
train,1/6/2018 9:00,172.87,0.31,0.0,0.09750000000000504,0.1620833333333337,0.01,0.19,0.0025000000000050446,0.1320833333333337
train,1/6/2018 9:30,317.86,0.63,3.02,0.25500000000000506,0.16354166666666703,0.07,0.56,0.020000000000005045,0.1418750000000004
train,1/6/2018 10:00,393.0,0.97,5.36,0.49500000000000505,0.16958333333333372,0.31,0.68,0.09750000000000504,0.15104166666666705
train,1/6/2018 10:30,453.68,1.25,7.46,0.790000000000005,0.19166666666666707,0.63,0.19,0.25500000000000506,0.14604166666666704
train,1/6/2018 11:00,500.71,1.54,8.78,1.0975000000000052,0.19708333333333375,0.97,1.28,0.49500000000000505,0.16208333333333372
train,1/6/2018 11:30,502.12,1.69,10.38,1.3625000000000054,0.21916666666666706,1.25,0.63,0.790000000000005,0.16458333333333375
train,1/6/2018 12:00,562.01,1.98,9.9,1.6150000000000053,0.23666666666666705,1.54,1.14,1.0975000000000052,0.18333333333333376
train,1/6/2018 12:30,561.32,2.0,11.49,1.8025000000000055,0.2525000000000004,1.69,1.24,1.3625000000000054,0.19958333333333375
train,1/6/2018 13:00,467.88,1.63,10.27,1.8250000000000053,0.28041666666666704,1.98,0.29,1.6150000000000053,0.19083333333333372
train,1/6/2018 13:30,465.34,1.63,10.04,1.8100000000000054,0.31395833333333373,2.0,0.02,1.8025000000000055,0.16875000000000037
train,1/6/2018 14:00,289.69,1.0,6.22,1.5650000000000053,0.32375000000000037,1.63,0.53,1.8250000000000053,0.16458333333333366
train,1/6/2018 14:30,332.65,1.02,6.89,1.3200000000000052,0.33833333333333376,1.63,0.32,1.8100000000000054,0.163541666666667
train,1/6/2018 15:00,260.32,0.67,5.89,1.0800000000000052,0.3487500000000004,1.0,0.17,1.5650000000000053,0.15854166666666702
train,1/6/2018 15:30,159.56,0.32,5.16,0.7525000000000053,0.34895833333333376,1.02,0.31,1.3200000000000052,0.15875000000000036
train,1/6/2018 16:00,40.74,0.06,3.03,0.5175000000000053,0.34958333333333375,0.67,0.03,1.0800000000000052,0.15916666666666704
train,1/6/2018 16:30,0.59,0.0,1.4,0.2625000000000053,0.34958333333333375,0.32,0.0,0.7525000000000053,0.15916666666666704
train,1/6/2018 17:00,0.0,0.0,1.59,0.09500000000000527,0.34958333333333375,0.06,0.0,0.5175000000000053,0.15916666666666704
train,1/6/2018 17:30,0.0,0.0,1.8,0.015000000000005273,0.34958333333333375,0.0,0.0,0.2625000000000053,0.15916666666666704
train,1/6/2018 18:00,0.0,0.0,1.64,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,0.09500000000000527,0.15916666666666704
train,1/6/2018 18:30,0.0,0.0,1.83,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,0.015000000000005273,0.15916666666666704
train,1/6/2018 19:00,0.0,0.0,2.2,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 19:30,0.0,0.0,2.99,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 20:00,0.0,0.0,2.46,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 20:30,0.0,0.0,2.85,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 21:00,0.0,0.0,3.22,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 21:30,0.0,0.0,2.84,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 22:00,0.0,0.0,1.93,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 22:30,0.0,0.0,1.55,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 23:00,0.0,0.0,1.71,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/6/2018 23:30,0.0,0.0,1.55,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 0:00,0.0,0.0,1.34,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 0:30,0.0,0.0,1.15,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 1:00,0.0,0.0,1.07,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 1:30,0.0,0.0,0.86,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 2:00,0.0,0.0,0.61,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 2:30,0.0,0.0,0.52,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 3:00,0.0,0.0,0.38,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 3:30,0.0,0.0,0.26,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 4:00,0.0,0.0,0.1,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 4:30,0.0,0.0,-0.04,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 5:00,0.0,0.0,0.04,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 5:30,0.0,0.0,-0.04,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 6:00,0.0,0.0,-0.04,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 6:30,0.0,0.0,-0.07,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 7:00,0.0,0.0,-0.02,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 7:30,0.0,0.0,-0.21,5.2735593669694936e-15,0.34958333333333375,0.0,0.0,5.2735593669694936e-15,0.15916666666666704
train,1/7/2018 8:00,3.09,0.01,-0.27,0.0025000000000052736,0.34958333333333375,0.0,0.01,5.2735593669694936e-15,0.15937500000000035
train,1/7/2018 8:30,36.26,0.06,-0.18,0.017500000000005272,0.3493750000000004,0.0,0.07,5.2735593669694936e-15,0.15958333333333372
train,1/7/2018 9:00,179.12,0.31,0.19,0.09500000000000527,0.3493750000000004,0.01,0.31,0.0025000000000052736,0.1620833333333337
train,1/7/2018 9:30,327.36,0.66,2.87,0.2600000000000053,0.35000000000000037,0.06,0.63,0.017500000000005272,0.16354166666666703
train,1/7/2018 10:00,412.04,1.01,4.45,0.5100000000000053,0.3508333333333338,0.31,0.97,0.09500000000000527,0.16958333333333372
train,1/7/2018 10:30,452.4,1.25,5.92,0.8075000000000053,0.3508333333333338,0.66,1.25,0.2600000000000053,0.19166666666666707
train,1/7/2018 11:00,531.56,1.65,7.16,1.1425000000000054,0.3531250000000004,1.01,1.54,0.5100000000000053,0.19708333333333375
train,1/7/2018 11:30,560.03,1.89,7.95,1.4500000000000053,0.35729166666666706,1.25,1.69,0.8075000000000053,0.21916666666666706
train,1/7/2018 12:00,574.34,2.02,8.26,1.7025000000000055,0.3581250000000004,1.65,1.98,1.1425000000000054,0.23666666666666705
train,1/7/2018 12:30,426.26,1.56,7.01,1.7800000000000056,0.3489583333333337,1.89,2.0,1.4500000000000053,0.2525000000000004
train,1/7/2018 13:00,465.42,1.67,7.75,1.7850000000000055,0.349791666666667,2.02,1.63,1.7025000000000055,0.28041666666666704
train,1/7/2018 13:30,455.15,1.61,7.47,1.7150000000000054,0.3493750000000004,1.56,1.63,1.7800000000000056,0.31395833333333373
train,1/7/2018 14:00,446.3,1.52,8.08,1.5900000000000056,0.3602083333333337,1.67,1.0,1.7850000000000055,0.32375000000000037
train,1/7/2018 14:30,365.91,1.15,7.48,1.4875000000000056,0.362916666666667,1.61,1.02,1.7150000000000054,0.33833333333333376
train,1/7/2018 15:00,271.93,0.71,6.15,1.2475000000000056,0.3637500000000003,1.52,0.67,1.5900000000000056,0.3487500000000004
train,1/7/2018 15:30,156.63,0.29,4.63,0.9175000000000055,0.3631250000000003,1.15,0.32,1.4875000000000056,0.34895833333333376
train,1/7/2018 16:00,30.03,0.05,2.58,0.5500000000000055,0.362916666666667,0.71,0.06,1.2475000000000056,0.34958333333333375
train,1/7/2018 16:30,0.67,0.0,1.12,0.2625000000000055,0.362916666666667,0.29,0.0,0.9175000000000055,0.34958333333333375
train,1/7/2018 17:00,0.0,0.0,0.87,0.08500000000000552,0.362916666666667,0.05,0.0,0.5500000000000055,0.34958333333333375
train,1/7/2018 17:30,0.0,0.0,0.85,0.01250000000000552,0.362916666666667,0.0,0.0,0.2625000000000055,0.34958333333333375
train,1/7/2018 18:00,0.0,0.0,0.98,5.5198901005582e-15,0.362916666666667,0.0,0.0,0.08500000000000552,0.34958333333333375
train,1/7/2018 18:30,0.0,0.0,0.77,5.5198901005582e-15,0.362916666666667,0.0,0.0,0.01250000000000552,0.34958333333333375
train,1/7/2018 19:00,0.0,0.0,0.72,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 19:30,0.0,0.0,0.89,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 20:00,0.0,0.0,0.95,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 20:30,0.0,0.0,1.06,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 21:00,0.0,0.0,1.38,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 21:30,0.0,0.0,0.88,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 22:00,0.0,0.0,0.93,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 22:30,0.0,0.0,0.51,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 23:00,0.0,0.0,0.44,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/7/2018 23:30,0.0,0.0,0.25,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 0:00,0.0,0.0,0.44,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 0:30,0.0,0.0,0.67,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 1:00,0.0,0.0,0.78,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 1:30,0.0,0.0,0.76,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 2:00,0.0,0.0,1.03,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 2:30,0.0,0.0,0.95,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 3:00,0.0,0.0,1.0,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 3:30,0.0,0.0,1.1,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
train,1/8/2018 4:00,0.0,0.0,1.19,5.5198901005582e-15,0.362916666666667,0.0,0.0,5.5198901005582e-15,0.34958333333333375
